branch,z,H,F,G,T
2.000000000000e+00,1.278000000000e+01,-4.018439584618e-01,-7.452779961120e-03,9.981686740113e-01,1.000408523177e+00
2.000000000000e+00,1.280000000000e+01,-4.015466650845e-01,-7.411913041761e-03,9.981829077388e-01,1.000405923194e+00
2.000000000000e+00,1.282000000000e+01,-4.012510034905e-01,-7.371190718344e-03,9.981970383463e-01,1.000403338201e+00
2.000000000000e+00,1.284000000000e+01,-4.009569679008e-01,-7.330612842971e-03,9.982110665978e-01,1.000400768101e+00
2.000000000000e+00,1.286000000000e+01,-4.006645525393e-01,-7.290179266066e-03,9.982249932541e-01,1.000398212798e+00
2.000000000000e+00,1.288000000000e+01,-4.003737516372e-01,-7.249889833782e-03,9.982388190690e-01,1.000395672195e+00
2.000000000000e+00,1.290000000000e+01,-4.000845594331e-01,-7.209744388100e-03,9.982525447892e-01,1.000393146198e+00
2.000000000000e+00,1.292000000000e+01,-3.997969701685e-01,-7.169742769379e-03,9.982661711584e-01,1.000390634712e+00
2.000000000000e+00,1.294000000000e+01,-3.995109780958e-01,-7.129884812333e-03,9.982796989108e-01,1.000388137643e+00
2.000000000000e+00,1.296000000000e+01,-3.992265774705e-01,-7.090170350124e-03,9.982931287778e-01,1.000385654898e+00
2.000000000000e+00,1.298000000000e+01,-3.989437625564e-01,-7.050599211972e-03,9.983064614838e-01,1.000383186385e+00
2.000000000000e+00,1.300000000000e+01,-3.986625276252e-01,-7.011171223244e-03,9.983196977467e-01,1.000380732013e+00
2.000000000000e+00,1.302000000000e+01,-3.983828669522e-01,-6.971886207807e-03,9.983328382813e-01,1.000378291690e+00
2.000000000000e+00,1.304000000000e+01,-3.981047748244e-01,-6.932743984324e-03,9.983458837935e-01,1.000375865327e+00
2.000000000000e+00,1.306000000000e+01,-3.978282455324e-01,-6.893744370022e-03,9.983588349864e-01,1.000373452833e+00
2.000000000000e+00,1.308000000000e+01,-3.975532733754e-01,-6.854887178494e-03,9.983716925566e-01,1.000371054121e+00
2.000000000000e+00,1.310000000000e+01,-3.972798526620e-01,-6.816172219778e-03,9.983844571939e-01,1.000368669101e+00
2.000000000000e+00,1.312000000000e+01,-3.970079777039e-01,-6.777599302536e-03,9.983971295860e-01,1.000366297687e+00
2.000000000000e+00,1.314000000000e+01,-3.967376428262e-01,-6.739168230626e-03,9.984097104114e-01,1.000363939791e+00
2.000000000000e+00,1.316000000000e+01,-3.964688423572e-01,-6.700878806589e-03,9.984222003461e-01,1.000361595328e+00
2.000000000000e+00,1.318000000000e+01,-3.962015706352e-01,-6.662730829618e-03,9.984346000600e-01,1.000359264211e+00
2.000000000000e+00,1.320000000000e+01,-3.959358220080e-01,-6.624724095633e-03,9.984469102165e-01,1.000356946356e+00
2.000000000000e+00,1.322000000000e+01,-3.956715908270e-01,-6.586858399285e-03,9.984591314768e-01,1.000354641679e+00
2.000000000000e+00,1.324000000000e+01,-3.954088714580e-01,-6.549133530812e-03,9.984712644934e-01,1.000352350095e+00
2.000000000000e+00,1.326000000000e+01,-3.951476582701e-01,-6.511549279234e-03,9.984833099166e-01,1.000350071523e+00
2.000000000000e+00,1.328000000000e+01,-3.948879456431e-01,-6.474105430496e-03,9.984952683904e-01,1.000347805879e+00
2.000000000000e+00,1.330000000000e+01,-3.946297279669e-01,-6.436801767537e-03,9.985071405530e-01,1.000345553082e+00
2.000000000000e+00,1.332000000000e+01,-3.943729996355e-01,-6.399638072127e-03,9.985189270403e-01,1.000343313051e+00
2.000000000000e+00,1.334000000000e+01,-3.941177550575e-01,-6.362614121983e-03,9.985306284799e-01,1.000341085705e+00
2.000000000000e+00,1.336000000000e+01,-3.938639886459e-01,-6.325729693707e-03,9.985422454972e-01,1.000338870963e+00
2.000000000000e+00,1.338000000000e+01,-3.936116948242e-01,-6.288984561078e-03,9.985537787119e-01,1.000336668748e+00
2.000000000000e+00,1.340000000000e+01,-3.933608680271e-01,-6.252378495116e-03,9.985652287378e-01,1.000334478979e+00
2.000000000000e+00,1.342000000000e+01,-3.931115026934e-01,-6.215911265772e-03,9.985765961865e-01,1.000332301579e+00
2.000000000000e+00,1.344000000000e+01,-3.928635932774e-01,-6.179582639281e-03,9.985878816619e-01,1.000330136470e+00
2.000000000000e+00,1.346000000000e+01,-3.926171342379e-01,-6.143392380858e-03,9.985990857656e-01,1.000327983574e+00
2.000000000000e+00,1.348000000000e+01,-3.923721200447e-01,-6.107340253129e-03,9.986102090937e-01,1.000325842817e+00
2.000000000000e+00,1.350000000000e+01,-3.921285451795e-01,-6.071426016199e-03,9.986212522368e-01,1.000323714121e+00
2.000000000000e+00,1.352000000000e+01,-3.918864041281e-01,-6.035649429194e-03,9.986322157835e-01,1.000321597411e+00
2.000000000000e+00,1.354000000000e+01,-3.916456913926e-01,-6.000010247841e-03,9.986431003145e-01,1.000319492612e+00
2.000000000000e+00,1.356000000000e+01,-3.914064014799e-01,-5.964508226934e-03,9.986539064090e-01,1.000317399650e+00
2.000000000000e+00,1.358000000000e+01,-3.911685289085e-01,-5.929143118907e-03,9.986646346403e-01,1.000315318452e+00
2.000000000000e+00,1.360000000000e+01,-3.909320682087e-01,-5.893914673885e-03,9.986752855769e-01,1.000313248943e+00
2.000000000000e+00,1.362000000000e+01,-3.906970139157e-01,-5.858822641105e-03,9.986858597849e-01,1.000311191053e+00
2.000000000000e+00,1.364000000000e+01,-3.904633605815e-01,-5.823866766701e-03,9.986963578235e-01,1.000309144707e+00
2.000000000000e+00,1.366000000000e+01,-3.902311027628e-01,-5.789046795958e-03,9.987067802498e-01,1.000307109835e+00
2.000000000000e+00,1.368000000000e+01,-3.900002350287e-01,-5.754362472009e-03,9.987171276156e-01,1.000305086366e+00
2.000000000000e+00,1.370000000000e+01,-3.897707519603e-01,-5.719813535888e-03,9.987274004680e-01,1.000303074228e+00
2.000000000000e+00,1.372000000000e+01,-3.895426481441e-01,-5.685399727816e-03,9.987375993519e-01,1.000301073352e+00
2.000000000000e+00,1.374000000000e+01,-3.893159181835e-01,-5.651120785196e-03,9.987477248054e-01,1.000299083669e+00
2.000000000000e+00,1.376000000000e+01,-3.890905566871e-01,-5.616976444658e-03,9.987577773646e-01,1.000297105109e+00
2.000000000000e+00,1.378000000000e+01,-3.888665582762e-01,-5.582966440876e-03,9.987677575609e-01,1.000295137604e+00
2.000000000000e+00,1.380000000000e+01,-3.886439175847e-01,-5.549090506621e-03,9.987776659207e-01,1.000293181085e+00
2.000000000000e+00,1.382000000000e+01,-3.884226292516e-01,-5.515348373925e-03,9.987875029685e-01,1.000291235486e+00
2.000000000000e+00,1.384000000000e+01,-3.882026879339e-01,-5.481739772266e-03,9.987972692223e-01,1.000289300738e+00
2.000000000000e+00,1.386000000000e+01,-3.879840882936e-01,-5.448264430421e-03,9.988069651981e-01,1.000287376776e+00
2.000000000000e+00,1.388000000000e+01,-3.877668250057e-01,-5.414922075398e-03,9.988165914075e-01,1.000285463532e+00
2.000000000000e+00,1.390000000000e+01,-3.875508927585e-01,-5.381712432481e-03,9.988261483572e-01,1.000283560942e+00
2.000000000000e+00,1.392000000000e+01,-3.873362862453e-01,-5.348635226290e-03,9.988356365521e-01,1.000281668941e+00
2.000000000000e+00,1.394000000000e+01,-3.871230001778e-01,-5.315690179134e-03,9.988450564910e-01,1.000279787463e+00
2.000000000000e+00,1.396000000000e+01,-3.869110292731e-01,-5.282877012694e-03,9.988544086707e-01,1.000277916444e+00
2.000000000000e+00,1.398000000000e+01,-3.867003682615e-01,-5.250195447051e-03,9.988636935835e-01,1.000276055821e+00
2.000000000000e+00,1.400000000000e+01,-3.864910118869e-01,-5.217645200739e-03,9.988729117174e-01,1.000274205530e+00
2.000000000000e+00,1.402000000000e+01,-3.862829548983e-01,-5.185225991687e-03,9.988820635587e-01,1.000272365508e+00
2.000000000000e+00,1.404000000000e+01,-3.860761920637e-01,-5.152937535753e-03,9.988911495873e-01,1.000270535692e+00
2.000000000000e+00,1.406000000000e+01,-3.858707181565e-01,-5.120779548226e-03,9.989001702818e-01,1.000268716022e+00
2.000000000000e+00,1.408000000000e+01,-3.856665279635e-01,-5.088751742961e-03,9.989091261161e-01,1.000266906434e+00
2.000000000000e+00,1.410000000000e+01,-3.854636162856e-01,-5.056853832425e-03,9.989180175603e-01,1.000265106868e+00
2.000000000000e+00,1.412000000000e+01,-3.852619779288e-01,-5.025085528545e-03,9.989268450824e-01,1.000263317263e+00
2.000000000000e+00,1.414000000000e+01,-3.850616077186e-01,-4.993446541392e-03,9.989356091447e-01,1.000261537559e+00
2.000000000000e+00,1.416000000000e+01,-3.848625004857e-01,-4.961936580531e-03,9.989443102080e-01,1.000259767696e+00
2.000000000000e+00,1.418000000000e+01,-3.846646510751e-01,-4.930555354246e-03,9.989529487289e-01,1.000258007615e+00
2.000000000000e+00,1.420000000000e+01,-3.844680543453e-01,-4.899302569582e-03,9.989615251597e-01,1.000256257256e+00
2.000000000000e+00,1.422000000000e+01,-3.842727051608e-01,-4.868177933104e-03,9.989700399514e-01,1.000254516561e+00
2.000000000000e+00,1.424000000000e+01,-3.840785984055e-01,-4.837181149728e-03,9.989784935493e-01,1.000252785471e+00
2.000000000000e+00,1.426000000000e+01,-3.838857289687e-01,-4.806311923917e-03,9.989868863970e-01,1.000251063929e+00
2.000000000000e+00,1.428000000000e+01,-3.836940917541e-01,-4.775569959000e-03,9.989952189343e-01,1.000249351878e+00
2.000000000000e+00,1.430000000000e+01,-3.835036816796e-01,-4.744954957208e-03,9.990034915969e-01,1.000247649260e+00
2.000000000000e+00,1.432000000000e+01,-3.833144936687e-01,-4.714466620347e-03,9.990117048191e-01,1.000245956018e+00
2.000000000000e+00,1.434000000000e+01,-3.831265226646e-01,-4.684104648764e-03,9.990198590299e-01,1.000244272097e+00
2.000000000000e+00,1.436000000000e+01,-3.829397636165e-01,-4.653868742411e-03,9.990279546565e-01,1.000242597441e+00
2.000000000000e+00,1.438000000000e+01,-3.827542114878e-01,-4.623758600238e-03,9.990359921225e-01,1.000240931994e+00
2.000000000000e+00,1.440000000000e+01,-3.825698612562e-01,-4.593773920231e-03,9.990439718478e-01,1.000239275701e+00
2.000000000000e+00,1.442000000000e+01,-3.823867079053e-01,-4.563914400003e-03,9.990518942506e-01,1.000237628508e+00
2.000000000000e+00,1.444000000000e+01,-3.822047464389e-01,-4.534179735890e-03,9.990597597440e-01,1.000235990359e+00
2.000000000000e+00,1.446000000000e+01,-3.820239718664e-01,-4.504569623880e-03,9.990675687399e-01,1.000234361202e+00
2.000000000000e+00,1.448000000000e+01,-3.818443792118e-01,-4.475083759088e-03,9.990753216461e-01,1.000232740983e+00
2.000000000000e+00,1.450000000000e+01,-3.816659635136e-01,-4.445721835790e-03,9.990830188670e-01,1.000231129648e+00
2.000000000000e+00,1.452000000000e+01,-3.814887198164e-01,-4.416483547938e-03,9.990906608058e-01,1.000229527144e+00
2.000000000000e+00,1.454000000000e+01,-3.813126431849e-01,-4.387368588374e-03,9.990982478604e-01,1.000227933420e+00
2.000000000000e+00,1.456000000000e+01,-3.811377286897e-01,-4.358376649643e-03,9.991057804274e-01,1.000226348422e+00
2.000000000000e+00,1.458000000000e+01,-3.809639714161e-01,-4.329507423534e-03,9.991132589000e-01,1.000224772100e+00
2.000000000000e+00,1.460000000000e+01,-3.807913664643e-01,-4.300760601114e-03,9.991206836677e-01,1.000223204402e+00
2.000000000000e+00,1.462000000000e+01,-3.806199089401e-01,-4.272135873173e-03,9.991280551189e-01,1.000221645276e+00
2.000000000000e+00,1.464000000000e+01,-3.804495939701e-01,-4.243632929550e-03,9.991353736370e-01,1.000220094673e+00
2.000000000000e+00,1.466000000000e+01,-3.802804166867e-01,-4.215251459830e-03,9.991426396042e-01,1.000218552541e+00
2.000000000000e+00,1.468000000000e+01,-3.801123722372e-01,-4.186991152956e-03,9.991498533993e-01,1.000217018831e+00
2.000000000000e+00,1.470000000000e+01,-3.799454557837e-01,-4.158851697257e-03,9.991570153978e-01,1.000215493493e+00
2.000000000000e+00,1.472000000000e+01,-3.797796624942e-01,-4.130832780829e-03,9.991641259736e-01,1.000213976478e+00
2.000000000000e+00,1.474000000000e+01,-3.796149875577e-01,-4.102934090966e-03,9.991711854965e-01,1.000212467736e+00
2.000000000000e+00,1.476000000000e+01,-3.794514261687e-01,-4.075155314751e-03,9.991781943345e-01,1.000210967220e+00
2.000000000000e+00,1.478000000000e+01,-3.792889735371e-01,-4.047496138728e-03,9.991851528528e-01,1.000209474879e+00
2.000000000000e+00,1.480000000000e+01,-3.791276248877e-01,-4.019956248932e-03,9.991920614131e-01,1.000207990668e+00
2.000000000000e+00,1.482000000000e+01,-3.789673754509e-01,-3.992535331204e-03,9.991989203760e-01,1.000206514537e+00
2.000000000000e+00,1.484000000000e+01,-3.788082204785e-01,-3.965233070724e-03,9.992057300975e-01,1.000205046440e+00
2.000000000000e+00,1.486000000000e+01,-3.786501552280e-01,-3.938049152499e-03,9.992124909326e-01,1.000203586330e+00
2.000000000000e+00,1.488000000000e+01,-3.784931749720e-01,-3.910983261098e-03,9.992192032330e-01,1.000202134159e+00
2.000000000000e+00,1.490000000000e+01,-3.783372749982e-01,-3.884035080675e-03,9.992258673473e-01,1.000200689881e+00
2.000000000000e+00,1.492000000000e+01,-3.781824506003e-01,-3.857204295229e-03,9.992324836232e-01,1.000199253450e+00
2.000000000000e+00,1.494000000000e+01,-3.780286970930e-01,-3.830490588231e-03,9.992390524036e-01,1.000197824821e+00
2.000000000000e+00,1.496000000000e+01,-3.778760097971e-01,-3.803893643014e-03,9.992455740308e-01,1.000196403947e+00
2.000000000000e+00,1.498000000000e+01,-3.777243840483e-01,-3.777413142564e-03,9.992520488437e-01,1.000194990784e+00
2.000000000000e+00,1.500000000000e+01,-3.775738151978e-01,-3.751048769548e-03,9.992584771783e-01,1.000193585287e+00
2.000000000000e+00,1.502000000000e+01,-3.774242986026e-01,-3.724800206508e-03,9.992648593697e-01,1.000192187411e+00
2.000000000000e+00,1.504000000000e+01,-3.772758296409e-01,-3.698667135584e-03,9.992711957485e-01,1.000190797111e+00
2.000000000000e+00,1.506000000000e+01,-3.771284036968e-01,-3.672649238811e-03,9.992774866445e-01,1.000189414344e+00
2.000000000000e+00,1.508000000000e+01,-3.769820161697e-01,-3.646746197967e-03,9.992837323844e-01,1.000188039066e+00
2.000000000000e+00,1.510000000000e+01,-3.768366624743e-01,-3.620957694592e-03,9.992899332922e-01,1.000186671234e+00
2.000000000000e+00,1.512000000000e+01,-3.766923380312e-01,-3.595283410137e-03,9.992960896907e-01,1.000185310804e+00
2.000000000000e+00,1.514000000000e+01,-3.765490382823e-01,-3.569723025767e-03,9.993022018988e-01,1.000183957734e+00
2.000000000000e+00,1.516000000000e+01,-3.764067586754e-01,-3.544276222571e-03,9.993082702342e-01,1.000182611980e+00
2.000000000000e+00,1.518000000000e+01,-3.762654946736e-01,-3.518942681466e-03,9.993142950120e-01,1.000181273501e+00
2.000000000000e+00,1.520000000000e+01,-3.761252417555e-01,-3.493722083209e-03,9.993202765445e-01,1.000179942255e+00
2.000000000000e+00,1.522000000000e+01,-3.759859954053e-01,-3.468614108499e-03,9.993262151427e-01,1.000178618199e+00
2.000000000000e+00,1.524000000000e+01,-3.758477511289e-01,-3.443618437858e-03,9.993321111142e-01,1.000177301293e+00
2.000000000000e+00,1.526000000000e+01,-3.757105044378e-01,-3.418734751765e-03,9.993379647653e-01,1.000175991495e+00
2.000000000000e+00,1.528000000000e+01,-3.755742508592e-01,-3.393962730597e-03,9.993437763996e-01,1.000174688764e+00
2.000000000000e+00,1.530000000000e+01,-3.754389859353e-01,-3.369302054650e-03,9.993495463182e-01,1.000173393059e+00
2.000000000000e+00,1.532000000000e+01,-3.753047052145e-01,-3.344752404192e-03,9.993552748211e-01,1.000172104341e+00
2.000000000000e+00,1.534000000000e+01,-3.751714042664e-01,-3.320313459414e-03,9.993609622047e-01,1.000170822568e+00
2.000000000000e+00,1.536000000000e+01,-3.750390786666e-01,-3.295984900491e-03,9.993666087644e-01,1.000169547702e+00
2.000000000000e+00,1.538000000000e+01,-3.749077240061e-01,-3.271766407570e-03,9.993722147928e-01,1.000168279702e+00
2.000000000000e+00,1.540000000000e+01,-3.747773358913e-01,-3.247657660786e-03,9.993777805803e-01,1.000167018529e+00
2.000000000000e+00,1.542000000000e+01,-3.746479099343e-01,-3.223658340274e-03,9.993833064161e-01,1.000165764144e+00
2.000000000000e+00,1.544000000000e+01,-3.745194417687e-01,-3.199768126185e-03,9.993887925859e-01,1.000164516509e+00
2.000000000000e+00,1.546000000000e+01,-3.743919270343e-01,-3.175986698684e-03,9.993942393745e-01,1.000163275583e+00
2.000000000000e+00,1.548000000000e+01,-3.742653613860e-01,-3.152313737972e-03,9.993996470643e-01,1.000162041330e+00
2.000000000000e+00,1.550000000000e+01,-3.741397404939e-01,-3.128748924306e-03,9.994050159350e-01,1.000160813711e+00
2.000000000000e+00,1.552000000000e+01,-3.740150600343e-01,-3.105291937964e-03,9.994103462655e-01,1.000159592688e+00
2.000000000000e+00,1.554000000000e+01,-3.738913157049e-01,-3.081942459335e-03,9.994156383314e-01,1.000158378224e+00
2.000000000000e+00,1.556000000000e+01,-3.737685032091e-01,-3.058700168844e-03,9.994208924072e-01,1.000157170280e+00
2.000000000000e+00,1.558000000000e+01,-3.736466182658e-01,-3.035564747014e-03,9.994261087652e-01,1.000155968821e+00
2.000000000000e+00,1.560000000000e+01,-3.735256566092e-01,-3.012535874486e-03,9.994312876752e-01,1.000154773809e+00
2.000000000000e+00,1.562000000000e+01,-3.734056139794e-01,-2.989613231948e-03,9.994364294060e-01,1.000153585207e+00
2.000000000000e+00,1.564000000000e+01,-3.732864861379e-01,-2.966796500279e-03,9.994415342235e-01,1.000152402979e+00
2.000000000000e+00,1.566000000000e+01,-3.731682688522e-01,-2.944085360419e-03,9.994466023923e-01,1.000151227090e+00
2.000000000000e+00,1.568000000000e+01,-3.730509579048e-01,-2.921479493465e-03,9.994516341750e-01,1.000150057501e+00
2.000000000000e+00,1.570000000000e+01,-3.729345490938e-01,-2.898978580688e-03,9.994566298317e-01,1.000148894179e+00
2.000000000000e+00,1.572000000000e+01,-3.728190382232e-01,-2.876582303429e-03,9.994615896219e-01,1.000147737088e+00
2.000000000000e+00,1.574000000000e+01,-3.727044211181e-01,-2.854290343299e-03,9.994665138016e-01,1.000146586192e+00
2.000000000000e+00,1.576000000000e+01,-3.725906936098e-01,-2.832102381990e-03,9.994714026263e-01,1.000145441456e+00
2.000000000000e+00,1.578000000000e+01,-3.724778515445e-01,-2.810018101407e-03,9.994762563490e-01,1.000144302846e+00
2.000000000000e+00,1.580000000000e+01,-3.723658907840e-01,-2.788037183683e-03,9.994810752207e-01,1.000143170326e+00
2.000000000000e+00,1.582000000000e+01,-3.722548071959e-01,-2.766159311040e-03,9.994858594916e-01,1.000142043863e+00
2.000000000000e+00,1.584000000000e+01,-3.721445966689e-01,-2.744384166046e-03,9.994906094086e-01,1.000140923422e+00
2.000000000000e+00,1.586000000000e+01,-3.720352550978e-01,-2.722711431366e-03,9.994953252180e-01,1.000139808969e+00
2.000000000000e+00,1.588000000000e+01,-3.719267783925e-01,-2.701140789933e-03,9.995000071640e-01,1.000138700471e+00
2.000000000000e+00,1.590000000000e+01,-3.718191624781e-01,-2.679671924956e-03,9.995046554886e-01,1.000137597894e+00
2.000000000000e+00,1.592000000000e+01,-3.717124032857e-01,-2.658304519754e-03,9.995092704329e-01,1.000136501204e+00
2.000000000000e+00,1.594000000000e+01,-3.716064967674e-01,-2.637038258058e-03,9.995138522352e-01,1.000135410369e+00
2.000000000000e+00,1.596000000000e+01,-3.715014388813e-01,-2.615872823718e-03,9.995184011332e-01,1.000134325356e+00
2.000000000000e+00,1.598000000000e+01,-3.713972256007e-01,-2.594807900896e-03,9.995229173621e-01,1.000133246131e+00
2.000000000000e+00,1.600000000000e+01,-3.712938529139e-01,-2.573843174079e-03,9.995274011554e-01,1.000132172663e+00
2.000000000000e+00,1.602000000000e+01,-3.711913168150e-01,-2.552978327883e-03,9.995318527458e-01,1.000131104919e+00
2.000000000000e+00,1.604000000000e+01,-3.710896133196e-01,-2.532213047398e-03,9.995362723631e-01,1.000130042867e+00
2.000000000000e+00,1.606000000000e+01,-3.709887384486e-01,-2.511547017850e-03,9.995406602364e-01,1.000128986475e+00
2.000000000000e+00,1.608000000000e+01,-3.708886882383e-01,-2.490979924825e-03,9.995450165926e-01,1.000127935712e+00
2.000000000000e+00,1.610000000000e+01,-3.707894587401e-01,-2.470511454274e-03,9.995493416571e-01,1.000126890545e+00
2.000000000000e+00,1.612000000000e+01,-3.706910460112e-01,-2.450141292294e-03,9.995536356541e-01,1.000125850944e+00
2.000000000000e+00,1.614000000000e+01,-3.705934461296e-01,-2.429869125518e-03,9.995578988054e-01,1.000124816878e+00
2.000000000000e+00,1.616000000000e+01,-3.704966551794e-01,-2.409694640729e-03,9.995621313319e-01,1.000123788316e+00
2.000000000000e+00,1.618000000000e+01,-3.704006692595e-01,-2.389617525113e-03,9.995663334526e-01,1.000122765226e+00
2.000000000000e+00,1.620000000000e+01,-3.703054844838e-01,-2.369637466260e-03,9.995705053847e-01,1.000121747579e+00
2.000000000000e+00,1.622000000000e+01,-3.702110969722e-01,-2.349754151925e-03,9.995746473446e-01,1.000120735343e+00
2.000000000000e+00,1.624000000000e+01,-3.701175028654e-01,-2.329967270449e-03,9.995787595462e-01,1.000119728490e+00
2.000000000000e+00,1.626000000000e+01,-3.700246983096e-01,-2.310276510344e-03,9.995828422026e-01,1.000118726989e+00
2.000000000000e+00,1.628000000000e+01,-3.699326794664e-01,-2.290681560559e-03,9.995868955251e-01,1.000117730810e+00
2.000000000000e+00,1.630000000000e+01,-3.698414425120e-01,-2.271182110488e-03,9.995909197231e-01,1.000116739923e+00
2.000000000000e+00,1.632000000000e+01,-3.697509836284e-01,-2.251777849702e-03,9.995949150054e-01,1.000115754300e+00
2.000000000000e+00,1.634000000000e+01,-3.696612990184e-01,-2.232468468412e-03,9.995988815784e-01,1.000114773910e+00
2.000000000000e+00,1.636000000000e+01,-3.695723848906e-01,-2.213253657013e-03,9.996028196476e-01,1.000113798725e+00
2.000000000000e+00,1.638000000000e+01,-3.694842374684e-01,-2.194133106372e-03,9.996067294167e-01,1.000112828717e+00
2.000000000000e+00,1.640000000000e+01,-3.693968529899e-01,-2.175106507837e-03,9.996106110880e-01,1.000111863855e+00
2.000000000000e+00,1.642000000000e+01,-3.693102276992e-01,-2.156173552947e-03,9.996144648627e-01,1.000110904113e+00
2.000000000000e+00,1.644000000000e+01,-3.692243578607e-01,-2.137333933929e-03,9.996182909398e-01,1.000109949461e+00
2.000000000000e+00,1.646000000000e+01,-3.691392397448e-01,-2.118587343206e-03,9.996220895178e-01,1.000108999871e+00
2.000000000000e+00,1.648000000000e+01,-3.690548696363e-01,-2.099933473706e-03,9.996258607932e-01,1.000108055315e+00
2.000000000000e+00,1.650000000000e+01,-3.689712438352e-01,-2.081372018874e-03,9.996296049609e-01,1.000107115766e+00
2.000000000000e+00,1.652000000000e+01,-3.688883586467e-01,-2.062902672354e-03,9.996333222152e-01,1.000106181195e+00
2.000000000000e+00,1.654000000000e+01,-3.688062103968e-01,-2.044525128526e-03,9.996370127482e-01,1.000105251576e+00
2.000000000000e+00,1.656000000000e+01,-3.687247954171e-01,-2.026239081975e-03,9.996406767510e-01,1.000104326881e+00
2.000000000000e+00,1.658000000000e+01,-3.686441100538e-01,-2.008044227825e-03,9.996443144135e-01,1.000103407082e+00
2.000000000000e+00,1.660000000000e+01,-3.685641506676e-01,-1.989940261744e-03,9.996479259236e-01,1.000102492154e+00
2.000000000000e+00,1.662000000000e+01,-3.684849136250e-01,-1.971926879616e-03,9.996515114688e-01,1.000101582068e+00
2.000000000000e+00,1.664000000000e+01,-3.684063953129e-01,-1.954003778096e-03,9.996550712342e-01,1.000100676799e+00
2.000000000000e+00,1.666000000000e+01,-3.683285921237e-01,-1.936170654059e-03,9.996586054046e-01,1.000099776319e+00
2.000000000000e+00,1.668000000000e+01,-3.682515004643e-01,-1.918427204946e-03,9.996621141628e-01,1.000098880603e+00
2.000000000000e+00,1.670000000000e+01,-3.681751167562e-01,-1.900773128772e-03,9.996655976903e-01,1.000097989624e+00
2.000000000000e+00,1.672000000000e+01,-3.680994374264e-01,-1.883208123775e-03,9.996690561679e-01,1.000097103356e+00
2.000000000000e+00,1.674000000000e+01,-3.680244589222e-01,-1.865731889006e-03,9.996724897743e-01,1.000096221774e+00
2.000000000000e+00,1.676000000000e+01,-3.679501776963e-01,-1.848344123745e-03,9.996758986876e-01,1.000095344851e+00
2.000000000000e+00,1.678000000000e+01,-3.678765902161e-01,-1.831044527864e-03,9.996792830843e-01,1.000094472562e+00
2.000000000000e+00,1.680000000000e+01,-3.678036929630e-01,-1.813832801835e-03,9.996826431395e-01,1.000093604882e+00
2.000000000000e+00,1.682000000000e+01,-3.677314824243e-01,-1.796708646365e-03,9.996859790276e-01,1.000092741786e+00
2.000000000000e+00,1.684000000000e+01,-3.676599551072e-01,-1.779671763005e-03,9.996892909210e-01,1.000091883248e+00
2.000000000000e+00,1.686000000000e+01,-3.675891075243e-01,-1.762721853547e-03,9.996925789915e-01,1.000091029243e+00
2.000000000000e+00,1.688000000000e+01,-3.675189362026e-01,-1.745858620402e-03,9.996958434094e-01,1.000090179746e+00
2.000000000000e+00,1.690000000000e+01,-3.674494376834e-01,-1.729081766599e-03,9.996990843437e-01,1.000089334734e+00
2.000000000000e+00,1.692000000000e+01,-3.673806085135e-01,-1.712390995415e-03,9.997023019627e-01,1.000088494181e+00
2.000000000000e+00,1.694000000000e+01,-3.673124452594e-01,-1.695786011005e-03,9.997054964326e-01,1.000087658063e+00
2.000000000000e+00,1.696000000000e+01,-3.672449444933e-01,-1.679266517770e-03,9.997086679193e-01,1.000086826355e+00
2.000000000000e+00,1.698000000000e+01,-3.671781028015e-01,-1.662832220753e-03,9.997118165871e-01,1.000085999035e+00
2.000000000000e+00,1.700000000000e+01,-3.671119167842e-01,-1.646482825640e-03,9.997149425989e-01,1.000085176077e+00
2.000000000000e+00,1.702000000000e+01,-3.670463830473e-01,-1.630218038372e-03,9.997180461172e-01,1.000084357458e+00
2.000000000000e+00,1.704000000000e+01,-3.669814982164e-01,-1.614037565795e-03,9.997211273024e-01,1.000083543155e+00
2.000000000000e+00,1.706000000000e+01,-3.669172589224e-01,-1.597941115013e-03,9.997241863145e-01,1.000082733144e+00
2.000000000000e+00,1.708000000000e+01,-3.668536618102e-01,-1.581928393791e-03,9.997272233119e-01,1.000081927401e+00
2.000000000000e+00,1.710000000000e+01,-3.667907035388e-01,-1.565999110557e-03,9.997302384521e-01,1.000081125903e+00
2.000000000000e+00,1.712000000000e+01,-3.667283807727e-01,-1.550152974000e-03,9.997332318916e-01,1.000080328627e+00
2.000000000000e+00,1.714000000000e+01,-3.666666901957e-01,-1.534389693746e-03,9.997362037853e-01,1.000079535551e+00
2.000000000000e+00,1.716000000000e+01,-3.666056284970e-01,-1.518708979684e-03,9.997391542875e-01,1.000078746651e+00
2.000000000000e+00,1.718000000000e+01,-3.665451923797e-01,-1.503110542380e-03,9.997420835512e-01,1.000077961905e+00
2.000000000000e+00,1.720000000000e+01,-3.664853785609e-01,-1.487594093085e-03,9.997449917281e-01,1.000077181290e+00
2.000000000000e+00,1.722000000000e+01,-3.664261837629e-01,-1.472159343319e-03,9.997478789695e-01,1.000076404784e+00
2.000000000000e+00,1.724000000000e+01,-3.663676047274e-01,-1.456806005561e-03,9.997507454246e-01,1.000075632364e+00
2.000000000000e+00,1.726000000000e+01,-3.663096382014e-01,-1.441533792558e-03,9.997535912425e-01,1.000074864008e+00
